,customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,full_name,age
2926,2927,M,49,1960-09-08,VP Sales,Manufacturing,Affluent Customer,N,Yes,14.0,Yard-Spellman,62
2928,2929,M,97,1999-07-28,Nurse,Retail,Mass Customer,N,No,2.0,Winny-Cakes,23
2929,2930,M,46,1997-07-25,Assistant Media Planner,Entertainment,Mass Customer,N,No,3.0,Goddard-Benthall,25
2930,2931,M,61,1979-01-27,Executive Secretary,IT,Mass Customer,N,Yes,6.0,Efren-Twiddell,43
2931,2932,M,4,1985-04-18,Account Representative I,IT,Mass Customer,N,No,17.0,Bradly-Deboick,37
2932,2933,M,61,1986-04-19,Administrative Officer,Retail,Affluent Customer,N,Yes,6.0,Ralf-Presidey,36
2933,2934,F,26,1986-04-08,Media Manager III,Telecommunications,Mass Customer,N,Yes,9.0,Candida-Hickenbottom,36
2935,2936,F,23,1984-05-20,Project Manager,Financial Services,Mass Customer,N,Yes,11.0,Pavia-Gethen,38
2936,2937,F,47,1974-07-29,Computer Systems Analyst I,Financial Services,Mass Customer,N,No,15.0,Belia-Mitchener,48
2937,2938,M,79,2000-02-21,Assistant Manager,Argiculture,Affluent Customer,N,No,2.0,Richardo-Cocher,22
2943,2944,M,45,1977-06-05,Environmental Specialist,Manufacturing,Affluent Customer,N,No,7.0,Kimball-Scutter,45
2947,2948,M,23,1997-01-17,Internal Auditor,Manufacturing,Mass Customer,N,Yes,2.0,Yank-Scarlett,25
2949,2950,M,19,1955-01-11,Software Engineer I,Financial Services,Mass Customer,N,Yes,10.0,Kristos-Anthony,67
2950,2951,M,13,1977-09-25,Community Outreach Specialist,Financial Services,High Net Worth,N,No,12.0,Duffy-Godbehere,45
2951,2952,F,28,1975-04-25,Senior Developer,Manufacturing,High Net Worth,N,Yes,16.0,Cristy-McQuirter,47
2952,2953,M,45,1972-10-26,Recruiting Manager,Health,High Net Worth,N,Yes,8.0,Hector-Carwithan,50
2953,2954,F,23,1974-03-24,Pharmacist,Health,Mass Customer,N,No,16.0,Albertine-Fibbitts,48
2954,2955,M,74,1990-03-19,Community Outreach Specialist,Financial Services,High Net Worth,N,No,13.0,Stuart-Dutnell,32
2955,2956,M,17,1959-12-16,Quality Control Specialist,Telecommunications,Mass Customer,N,Yes,19.0,Thedric-Bolding,63
2956,2957,M,66,1969-11-21,Social Worker,Health,Affluent Customer,N,No,11.0,Hurlee-Helleckas,53
2957,2958,M,10,1975-11-23,Health Coach II,Manufacturing,Affluent Customer,N,Yes,14.0,Regan-Botly,47
2958,2959,F,1,1953-11-23,Registered Nurse,Health,Mass Customer,N,Yes,11.0,Max-Gonthier,69
2959,2960,F,6,1976-07-16,Design Engineer,Property,Mass Customer,N,Yes,16.0,Hollie-MacEllen,46
2960,2961,M,56,1975-03-22,Assistant Manager,Health,Mass Customer,N,Yes,12.0,Merv-Barradell,47
2961,2962,F,26,1971-07-12,Information Systems Manager,Property,Mass Customer,N,No,15.0,Shari-MacCallester,51
2963,2964,F,36,1974-01-07,Product Engineer,Telecommunications,Mass Customer,N,Yes,14.0,Geneva-McCrystal,48
2965,2966,F,81,1969-05-22,Dental Hygienist,Health,Mass Customer,N,Yes,5.0,Fredi-Aldhous,53
2966,2967,M,60,1979-09-14,Social Worker,Health,Affluent Customer,N,Yes,20.0,Dud-Coom,43
2967,2968,M,38,1977-11-25,Human Resources Assistant III,Retail,High Net Worth,N,No,16.0,Lek-Viel,45
2969,2970,F,64,1992-12-08,Software Consultant,Financial Services,Mass Customer,N,No,5.0,Cassi-Noades,30
2970,2971,F,5,1968-01-16,Marketing Assistant,Manufacturing,High Net Worth,N,Yes,8.0,Esther-Caught,54
2972,2973,M,34,1972-05-12,Senior Developer,Health,High Net Worth,N,No,5.0,Torr-Mintram,50
2973,2974,F,1,1975-09-28,Engineer IV,Financial Services,High Net Worth,N,No,15.0,Hyacinthia-Settle,47
2974,2975,F,67,1981-03-09,Senior Cost Accountant,Financial Services,Mass Customer,N,No,14.0,Deva-Carnow,41
2975,2976,M,16,1964-08-07,Tax Accountant,Health,Mass Customer,N,Yes,8.0,Lindsay-Beausang,58
2977,2978,M,96,1974-05-07,Programmer IV,Manufacturing,Affluent Customer,N,No,10.0,Erasmus-Winckworth,48
2978,2979,F,39,1976-07-25,Tax Accountant,Retail,Mass Customer,N,No,18.0,Louella-Mandifield,46
2979,2980,F,27,1979-12-22,Chemical Engineer,Manufacturing,Mass Customer,N,No,4.0,Di-Plaid,43
2980,2981,M,26,1980-03-30,Sales Representative,Retail,High Net Worth,N,Yes,21.0,Benny-Jadczak,42
2981,2982,F,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11.0,Celisse-McCloughen,40
2982,2983,M,2,1985-01-26,Human Resources Manager,Retail,Mass Customer,N,Yes,17.0,Hilario-Magrane,37
2983,2984,F,48,1959-05-23,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,Yes,13.0,Frances-Mishaw,63
2984,2985,M,69,1986-10-14,Sales Representative,Retail,Affluent Customer,N,Yes,14.0,Kerby-Nesfield,36
2988,2989,M,37,2000-10-25,Dental Hygienist,Health,High Net Worth,N,Yes,2.0,Mort-nan,22
2989,2990,M,65,1978-03-16,GIS Technical Architect,Argiculture,High Net Worth,N,No,8.0,Brice-Martinuzzi,44
2990,2991,F,48,1964-06-27,Desktop Support Technician,Financial Services,Mass Customer,N,No,11.0,Fred-Catanheira,58
2991,2992,F,26,1974-05-31,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,Crystal-Assur,48
2992,2993,F,85,1995-03-07,Graphic Designer,Financial Services,Affluent Customer,N,No,4.0,Blinnie-Hazelden,27
2993,2994,F,26,1976-08-30,Accountant II,Manufacturing,Mass Customer,N,Yes,18.0,Karlen-Iacovacci,46
2995,2996,F,67,1967-05-05,Cost Accountant,Financial Services,Mass Customer,N,No,14.0,Jerrylee-Shinfield,55
2996,2997,F,57,1973-05-17,Computer Systems Analyst II,Health,Affluent Customer,N,No,10.0,Jo-ann-Carlile,49
2997,2998,F,34,2000-12-19,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes,2.0,Quintana-Housley,22
2999,3000,M,28,1974-05-15,Compensation Analyst,Financial Services,Affluent Customer,N,No,22.0,Tann-McCard,48
3000,3001,M,48,1977-07-22,Engineer IV,Argiculture,Mass Customer,N,No,20.0,Gal-Waleran,45
3001,3002,M,62,1956-12-06,Paralegal,Financial Services,Mass Customer,N,Yes,16.0,Tracey-Verdun,66
3002,3003,F,72,1963-05-02,Web Developer I,Retail,Mass Customer,N,Yes,4.0,Brita-Tupie,59
3003,3004,M,82,1955-02-20,Research Assistant II,Health,Mass Customer,N,Yes,16.0,Waylon-Hammant,67
3004,3005,M,36,1969-01-05,Human Resources Manager,Property,Affluent Customer,N,Yes,8.0,Rafaellle-Tantrum,53
3006,3007,M,38,1973-05-22,Environmental Tech,Manufacturing,Mass Customer,N,No,16.0,Tudor-Pepper,49
3010,3011,F,84,1994-05-11,Staff Scientist,Financial Services,High Net Worth,N,No,3.0,Robena-Barks,28
3012,3013,F,94,1968-07-28,Office Assistant III,Property,High Net Worth,N,No,6.0,Lorain-Eddisforth,54
3014,3015,F,25,2000-09-02,Assistant Manager,Retail,Affluent Customer,N,No,1.0,Queenie-Flips,22
3015,3016,M,25,1985-08-11,Analog Circuit Design manager,Financial Services,High Net Worth,N,No,11.0,Forster-Bumford,37
3016,3017,M,88,1955-10-05,Operator,Financial Services,Affluent Customer,N,No,7.0,Jason-De Lorenzo,67
3018,3019,M,98,1986-02-02,Community Outreach Specialist,Manufacturing,Affluent Customer,N,Yes,14.0,Alonso-Ceyssen,36
3019,3020,M,13,1965-12-24,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,10.0,Witty-McArthur,57
3022,3023,F,37,1994-12-09,Accountant I,IT,High Net Worth,N,Yes,7.0,Rikki-Bernet,28
3024,3025,M,27,1977-04-23,Compensation Analyst,Financial Services,Mass Customer,N,Yes,9.0,Osgood-Stolting,45
3025,3026,F,11,1988-11-21,Account Representative III,Property,Mass Customer,N,Yes,5.0,Minda-Pendrid,34
3026,3027,M,83,1977-10-30,Research Nurse,Health,Mass Customer,N,Yes,5.0,Augy-Rudall,45
3027,3028,F,67,1956-07-07,General Manager,Manufacturing,High Net Worth,N,No,20.0,Leandra-Schubert,66
3028,3029,M,85,1978-07-17,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,13.0,Timmie-Gori,44
3029,3030,F,68,1998-05-21,Technical Writer,Manufacturing,Affluent Customer,N,No,3.0,Flor-Agnew,24
3030,3031,M,95,1996-02-02,Staff Scientist,Health,Mass Customer,N,Yes,5.0,Diego-Bertelmot,26
3031,3032,M,53,1992-08-02,Analog Circuit Design manager,Health,Affluent Customer,N,Yes,5.0,Renado-Wonfor,30
3032,3033,F,60,1979-03-17,Administrative Officer,Financial Services,High Net Worth,N,No,12.0,Danielle-Kener,43
3033,3034,F,54,1956-09-09,Web Designer IV,Manufacturing,Mass Customer,N,Yes,18.0,Mara-Tofanini,66
3034,3035,M,98,1980-04-15,Associate Professor,Health,High Net Worth,N,No,13.0,Sigfrid-Caldecot,42
3035,3036,F,24,1977-04-17,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,11.0,Windy-Orehead,45
3036,3037,F,30,1971-10-27,Legal Assistant,Financial Services,High Net Worth,N,Yes,18.0,Leanora-Isles,51
3039,3040,F,87,1966-11-28,General Manager,Retail,Mass Customer,N,No,5.0,Kameko-Kinrade,56
3040,3041,F,20,1974-03-12,Physical Therapy Assistant,Retail,Mass Customer,N,Yes,11.0,Sherrie-Kingaby,48
3041,3042,M,76,1971-03-17,Engineer II,Property,High Net Worth,N,Yes,15.0,Barris-Trayton,51
3043,3044,M,59,1990-04-11,Occupational Therapist,Health,Affluent Customer,N,Yes,19.0,Russell-Brittoner,32
3044,3045,M,52,1996-10-02,Cost Accountant,Financial Services,Affluent Customer,N,Yes,2.0,Renato-Mungham,26
3045,3046,F,53,1964-06-07,Programmer Analyst III,Manufacturing,Affluent Customer,N,No,18.0,Shela-Ridgers,58
3046,3047,M,20,1962-01-14,Speech Pathologist,Retail,Mass Customer,N,Yes,19.0,Eddy-Cossans,60
3047,3048,M,38,1969-05-27,Legal Assistant,Manufacturing,Mass Customer,N,No,16.0,Kenon-Messruther,53
3052,3053,F,67,1984-09-12,Account Coordinator,Retail,High Net Worth,N,No,17.0,Susie-nan,38
3053,3054,F,94,1965-07-14,Operator,Manufacturing,Affluent Customer,N,No,16.0,Marieann-Wickey,57
3055,3056,F,43,1968-05-27,Health Coach II,Entertainment,Mass Customer,N,No,18.0,Catlin-Storm,54
3057,3058,M,67,1986-10-10,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,16.0,Hamnet-Kibblewhite,36
3059,3060,M,28,1982-09-14,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,Milton-Gorini,40
3060,3061,F,51,1991-03-18,Office Assistant IV,Manufacturing,Affluent Customer,N,Yes,3.0,Evie-Bendtsen,31
3061,3062,M,78,1962-11-09,Civil Engineer,Manufacturing,Mass Customer,N,No,13.0,Lesley-Ruskin,60
3062,3063,M,74,1999-11-04,VP Sales,Financial Services,Affluent Customer,N,No,2.0,Andrea-Wildber,23
3063,3064,M,96,1995-06-14,Product Engineer,Financial Services,Affluent Customer,N,Yes,4.0,Zach-Billison,27
3064,3065,F,88,1978-01-05,Recruiter,Financial Services,High Net Worth,N,Yes,13.0,Winna-Brusle,44
3065,3066,F,29,1995-01-14,Paralegal,Financial Services,Affluent Customer,N,Yes,2.0,Renell-Bellocht,27
3066,3067,F,8,1991-01-13,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,9.0,Veronique-Wash,31
3067,3068,F,88,1990-12-07,Automation Specialist I,Manufacturing,Affluent Customer,N,No,1.0,Gill-Branney,32
3068,3069,F,59,1988-08-12,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,12.0,Phylis-Traves,34
3069,3070,F,74,1998-07-27,Account Executive,Health,Affluent Customer,N,Yes,1.0,Malissia-Minthorpe,24
3070,3071,F,59,1989-12-25,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12.0,Shirlee-Murdoch,33
3071,3072,M,87,1979-04-12,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,10.0,Roma-Prettjohn,43
3072,3073,M,16,1967-04-12,Nurse,Telecommunications,Affluent Customer,N,No,17.0,Hernando-Farnham,55
3073,3074,M,31,1969-02-18,VP Quality Control,Health,Mass Customer,N,Yes,12.0,Tracie-Grishaev,53
3075,3076,F,9,1991-10-01,Professor,Health,Mass Customer,N,Yes,4.0,Merna-Eyers,31
3076,3077,M,19,2000-08-11,Information Systems Manager,Manufacturing,Affluent Customer,N,No,2.0,Emelen-Gillopp,22
3077,3078,F,54,1982-08-16,Safety Technician III,Retail,Mass Customer,N,No,7.0,Mariel-Blacksell,40
3078,3079,M,34,1959-11-18,Legal Assistant,Retail,Mass Customer,N,Yes,20.0,Yorker-McKevany,63
3079,3080,M,87,1958-10-06,Graphic Designer,Financial Services,High Net Worth,N,No,10.0,Christoforo-Santus,64
3083,3084,F,57,1959-07-16,Staff Scientist,Financial Services,Affluent Customer,N,Yes,16.0,Birgit-Dowers,63
3086,3087,M,64,1986-04-02,Social Worker,Health,Mass Customer,N,No,9.0,Gerry-Scatcher,36
3088,3089,M,27,2000-02-24,Web Developer III,Manufacturing,Affluent Customer,N,Yes,2.0,Wood-Nathan,22
3089,3090,M,81,1964-12-06,Operator,Manufacturing,Mass Customer,N,No,8.0,Zared-Pinchback,58
3090,3091,F,88,1995-08-13,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,3.0,Guenevere-Treffry,27
3092,3093,M,31,1992-04-01,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,6.0,Harwilll-Crimes,30
3094,3095,M,14,1998-10-11,Staff Accountant IV,Retail,High Net Worth,N,Yes,2.0,Joachim-nan,24
3095,3096,F,32,1973-06-28,Associate Professor,Financial Services,Mass Customer,N,No,10.0,Lulu-Cabane,49
3096,3097,M,2,1978-05-09,Actuary,Financial Services,Affluent Customer,N,Yes,19.0,Alessandro-Casley,44
3097,3098,F,77,1980-07-15,Dental Hygienist,Health,Mass Customer,N,No,12.0,Tiff-Ovett,42
3100,3101,M,68,1987-08-27,Geological Engineer,Manufacturing,High Net Worth,N,No,12.0,Paxton-Lermit,35
3101,3102,M,37,1990-06-04,Assistant Manager,Property,Affluent Customer,N,No,2.0,Paquito-Maitland,32
3102,3103,F,5,1953-10-21,Safety Technician II,Retail,Mass Customer,N,No,20.0,Shaylah-Hatchell,69
3103,3104,F,19,1994-11-30,Business Systems Development Analyst,Property,Mass Customer,N,Yes,2.0,Diahann-Blundan,28
3104,3105,M,88,1965-10-14,Teacher,Health,Mass Customer,N,No,12.0,Bryn-Rycraft,57
3107,3108,M,94,1967-10-01,Accounting Assistant III,Entertainment,Mass Customer,N,No,10.0,Trip-Ahmed,55
3108,3109,F,75,1958-06-23,Automation Specialist II,Health,Mass Customer,N,Yes,10.0,Jeralee-Domleo,64
3109,3110,M,14,1994-02-11,Community Outreach Specialist,IT,Affluent Customer,N,Yes,8.0,Fabien-Iacapucci,28
3110,3111,M,42,1997-03-11,Associate Professor,Financial Services,Mass Customer,N,Yes,4.0,Maxwell-Blabber,25
3111,3112,M,41,2001-04-22,Internal Auditor,Retail,High Net Worth,N,Yes,1.0,Terri-Gornal,21
3112,3113,F,52,1969-12-06,Teacher,Property,Mass Customer,N,Yes,18.0,Wenonah-Lethabridge,53
3113,3114,M,48,1974-09-05,Teacher,IT,Mass Customer,N,Yes,18.0,Judah-Prime,48
3114,3115,M,40,1981-02-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8.0,Rip-Spiers,41
3116,3117,F,68,1995-06-11,Cost Accountant,Financial Services,Affluent Customer,N,Yes,6.0,Nisse-Marriage,27
3117,3118,M,54,1993-01-22,Occupational Therapist,Health,High Net Worth,N,No,9.0,Cleveland-Coxon,29
3119,3120,F,89,1979-02-04,Clinical Specialist,Health,Mass Customer,N,Yes,10.0,Lauree-O'Donnell,43
3120,3121,M,82,1959-05-11,Data Coordiator,Manufacturing,Mass Customer,N,No,19.0,Mahmoud-Batterbee,63
3122,3123,F,71,1976-08-17,Dental Hygienist,Health,High Net Worth,N,No,20.0,Tina-Riggulsford,46
3123,3124,F,73,1981-02-03,Account Executive,Retail,High Net Worth,N,Yes,9.0,Anastasie-Le Grand,41
3124,3125,F,2,1978-08-21,Social Worker,Health,High Net Worth,N,Yes,5.0,Krystyna-Scarasbrick,44
3125,3126,M,7,1986-10-16,Statistician IV,Financial Services,High Net Worth,N,No,12.0,Bondon-Deeley,36
3126,3127,M,39,1971-01-31,Research Nurse,Health,Mass Customer,N,No,10.0,Tucker-Lewsley,51
3127,3128,F,96,1965-06-26,Geological Engineer,Manufacturing,High Net Worth,N,Yes,16.0,Betteanne-Alldread,57
3128,3129,F,44,1955-09-25,Analog Circuit Design manager,Property,High Net Worth,N,Yes,11.0,Leola-Mandrier,67
3129,3130,F,53,1971-01-25,VP Product Management,Telecommunications,Mass Customer,N,No,17.0,Krissy-Robard,51
3131,3132,M,33,1975-04-15,Sales Representative,Retail,Mass Customer,N,Yes,7.0,Nicko-Artois,47
3132,3133,F,89,1999-05-10,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2.0,Eda-MacCheyne,23
3134,3135,M,83,1962-01-14,Staff Scientist,Financial Services,Mass Customer,N,No,16.0,Titus-Worsall,60
3135,3136,M,60,1998-08-25,Marketing Manager,Retail,Mass Customer,N,Yes,3.0,Leonardo-Brennon,24
3137,3138,M,34,1971-02-19,Paralegal,Financial Services,Mass Customer,N,Yes,6.0,Wait-Pardey,51
3138,3139,M,65,1973-06-13,Paralegal,Financial Services,High Net Worth,N,Yes,17.0,Pail-De Blasi,49
3139,3140,F,2,1985-06-11,Legal Assistant,Manufacturing,High Net Worth,N,No,16.0,Britt-Muddimer,37
3140,3141,F,92,1995-11-04,Associate Professor,Retail,Mass Customer,N,Yes,3.0,Esmaria-Kiernan,27
3141,3142,M,98,1992-08-04,Electrical Engineer,Manufacturing,Mass Customer,N,No,6.0,Hubert-Kliner,30
3142,3143,F,0,1996-10-24,Chief Design Engineer,Manufacturing,Mass Customer,N,No,5.0,Corabelle-Streatfeild,26
3143,3144,M,94,1978-10-29,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,8.0,Ringo-Everson,44
3144,3145,M,17,1978-06-17,Paralegal,Financial Services,High Net Worth,N,Yes,7.0,Gar-Barnewille,44
3145,3146,F,79,1978-01-28,Project Manager,Property,Mass Customer,N,No,15.0,Fredrika-Kleinmintz,44
3149,3150,F,66,1991-10-07,Sales Associate,Financial Services,Mass Customer,N,No,5.0,Morissa-Wolfendell,31
3151,3152,F,6,1999-06-07,Teacher,Financial Services,High Net Worth,N,Yes,3.0,Lettie-McGenis,23
3152,3153,F,87,1973-12-30,Compensation Analyst,Financial Services,High Net Worth,N,No,15.0,Hannis-Jakubovits,49
3153,3154,F,63,1957-11-21,Desktop Support Technician,Telecommunications,Mass Customer,N,Yes,19.0,Angil-Ellesmere,65
3154,3155,F,88,1976-12-25,Office Assistant I,IT,Affluent Customer,N,Yes,21.0,Tiphani-Fritz,46
3157,3158,M,27,1970-05-02,VP Quality Control,Telecommunications,Mass Customer,N,Yes,12.0,Korey-Lansbury,52
3159,3160,M,87,1978-07-03,Mechanical Systems Engineer,IT,Mass Customer,N,No,21.0,Eadmund-Braycotton,44
3161,3162,F,76,1978-02-24,Media Manager IV,Argiculture,Mass Customer,N,Yes,15.0,Deanne-Delacour,44
3162,3163,M,38,1968-06-01,Environmental Specialist,Argiculture,Affluent Customer,N,No,19.0,Irvine-Mc Mechan,54
3163,3164,F,53,1986-01-14,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0,Hortensia-Rainger,36
3164,3165,F,56,1975-05-18,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,10.0,Vyky-Coppen,47
3165,3166,M,96,1955-05-11,Social Worker,Health,Mass Customer,N,No,20.0,Bronson-Plowman,67
3166,3167,M,36,1995-01-20,Web Designer IV,Property,Mass Customer,N,No,5.0,Vernor-Stedall,27
3167,3168,M,89,1976-02-16,Assistant Manager,Health,Affluent Customer,N,No,22.0,Johan-Dudderidge,46
3168,3169,M,96,1964-01-12,Payment Adjustment Coordinator,IT,Mass Customer,N,Yes,19.0,Maxim-Chavrin,58
3169,3170,F,67,1968-01-26,Nurse Practicioner,Entertainment,Mass Customer,N,No,11.0,Bethanne-Kytter,54
3170,3171,M,36,1967-05-23,Account Coordinator,Financial Services,Affluent Customer,N,Yes,10.0,Leif-nan,55
3172,3173,M,55,2001-10-10,Computer Systems Analyst I,Health,Mass Customer,N,Yes,1.0,Angelo-nan,21
3173,3174,F,67,1976-11-16,Research Associate,Financial Services,Affluent Customer,N,No,9.0,Odele-Blackmore,46
3174,3175,M,82,1984-12-30,Operator,Health,Mass Customer,N,No,16.0,Alphard-Cradduck,38
3177,3178,M,21,1971-09-28,VP Quality Control,Retail,Mass Customer,N,Yes,9.0,Gan-Marrion,51
3178,3179,M,87,1979-11-04,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17.0,Jarid-Redwood,43
3179,3180,M,96,1974-06-14,Business Systems Development Analyst,IT,Mass Customer,N,Yes,19.0,Gage-nan,48
3180,3181,M,39,1976-09-29,Senior Editor,Financial Services,High Net Worth,N,No,6.0,Ferd-Chominski,46
3182,3183,M,64,1974-06-19,Junior Executive,Health,Mass Customer,N,No,14.0,Craig-Phethean,48
3183,3184,F,2,1976-11-08,Civil Engineer,Manufacturing,Affluent Customer,N,Yes,7.0,Marlee-Brundle,46
3184,3185,M,25,1956-01-18,Senior Financial Analyst,Financial Services,Mass Customer,N,No,10.0,Duky-Crichley,66
3186,3187,M,75,1974-05-12,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,14.0,Samuele-Roycroft,48
3187,3188,M,94,1999-07-07,Actuary,Financial Services,Mass Customer,N,No,1.0,Boyd-nan,23
3188,3189,M,40,1963-03-01,Environmental Specialist,Financial Services,Mass Customer,N,No,11.0,Abbott-Knaggs,59
3190,3191,F,29,1959-07-08,Director of Sales,Financial Services,Affluent Customer,N,Yes,12.0,Bobbette-Amps,63
3191,3192,F,37,1968-09-18,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,16.0,Illa-Klemenz,54
3192,3193,F,6,1978-07-04,Web Designer IV,Property,High Net Worth,N,No,7.0,Augusta-Henryson,44
3193,3194,M,38,1978-03-11,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,11.0,Hakeem-Bernardinelli,44
3194,3195,F,4,1981-03-30,Tax Accountant,Manufacturing,Mass Customer,N,No,18.0,Vickie-West,41
3195,3196,F,11,1977-08-04,Engineer IV,Health,Mass Customer,N,No,8.0,Teddi-Adcocks,45
3196,3197,M,83,1976-02-18,Environmental Specialist,Health,High Net Worth,N,No,14.0,Stern-Ilyenko,46
3197,3198,M,66,1997-08-02,Media Manager III,Manufacturing,Mass Customer,N,Yes,1.0,Dur-Knappen,25
3199,3200,F,51,1995-11-03,Environmental Tech,Manufacturing,Mass Customer,N,No,1.0,Marna-nan,27
3200,3201,M,61,2000-03-31,Assistant Professor,Financial Services,Mass Customer,N,Yes,1.0,Zed-Blanckley,22
3201,3202,M,74,1994-09-10,Office Assistant IV,Financial Services,Mass Customer,N,Yes,2.0,Garry-Gadson,28
3203,3204,F,51,1994-11-26,Media Manager III,Health,Mass Customer,N,Yes,4.0,Ibby-Beedon,28
3205,3206,F,32,1995-03-23,Financial Advisor,Financial Services,Mass Customer,N,No,1.0,Elbertine-Trewin,27
3208,3209,F,10,1964-03-28,Civil Engineer,Manufacturing,Affluent Customer,N,No,15.0,Clarie-Markushkin,58
3209,3210,F,80,1988-02-01,Junior Executive,Manufacturing,Mass Customer,N,No,1.0,Stella-Abreheart,34
3210,3211,F,52,1993-06-12,Automation Specialist II,Health,High Net Worth,N,Yes,7.0,Betsy-Cosh,29
3211,3212,F,62,1981-01-15,Analog Circuit Design manager,Financial Services,Affluent Customer,N,No,13.0,Corella-Bartomeu,41
3213,3214,F,2,1993-01-21,Software Engineer III,Financial Services,Mass Customer,N,Yes,9.0,Cindelyn-Balas,29
3215,3216,M,59,1998-05-08,Database Administrator III,Manufacturing,Mass Customer,N,Yes,1.0,Edgar-Ordish,24
3216,3217,F,95,1968-03-12,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,8.0,Lorena-Titterrell,54
3217,3218,F,38,1976-02-12,Information Systems Manager,Argiculture,Mass Customer,N,Yes,22.0,Conny-Starbeck,46
3218,3219,F,94,1998-01-06,Web Developer III,Financial Services,Mass Customer,N,No,3.0,Denyse-Scutts,24
3219,3220,M,53,1972-07-26,Research Assistant IV,Manufacturing,Affluent Customer,N,No,11.0,Hunt-Linn,50
3220,3221,F,59,1959-09-25,Internal Auditor,Property,High Net Worth,N,Yes,11.0,Brigid-Quigley,63
3223,3224,F,67,1996-03-12,Automation Specialist III,Manufacturing,Affluent Customer,N,No,3.0,Darell-Mulqueeny,26
3224,3225,M,19,1980-06-19,Chief Design Engineer,Health,Mass Customer,N,Yes,4.0,Durante-Reddan,42
3227,3228,F,36,1964-08-16,Social Worker,Health,Mass Customer,N,No,13.0,Margette-Donaghie,58
3228,3229,M,69,1964-10-18,Sales Representative,Retail,High Net Worth,N,Yes,6.0,Carrol-Gheorghie,58
3229,3230,F,31,1970-02-14,Executive Secretary,Financial Services,Mass Customer,N,No,12.0,Calida-Clardge,52
3231,3232,F,7,1993-10-10,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9.0,Rose-Milsom,29
3232,3233,M,7,1959-01-06,Tax Accountant,Financial Services,Mass Customer,N,Yes,17.0,Xever-Feeley,63
3233,3234,M,35,1987-04-15,Safety Technician II,Manufacturing,Mass Customer,N,Yes,19.0,Mata-Hoggan,35
3234,3235,M,88,1965-05-15,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,12.0,Leif-Woolfall,57
3236,3237,F,94,1964-08-15,Assistant Manager,Manufacturing,Mass Customer,N,No,13.0,Astrid-Sumnall,58
3237,3238,M,23,1977-07-20,Executive Secretary,Retail,Mass Customer,N,No,14.0,Sauveur-Edmands,45
3238,3239,F,15,1971-12-06,Staff Scientist,Health,High Net Worth,N,No,5.0,Wendi-Hew,51
3240,3241,M,34,1979-10-29,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0,Milt-Erett,43
3241,3242,F,4,1958-03-07,General Manager,Manufacturing,Affluent Customer,N,Yes,14.0,Lib-Schohier,64
3242,3243,M,24,1973-05-19,Media Manager I,Health,Mass Customer,N,No,7.0,Tim-Besset,49
3243,3244,F,24,1959-05-08,Systems Administrator I,Financial Services,Mass Customer,N,No,13.0,Rosene-Bullar,63
3244,3245,M,86,1959-03-27,Graphic Designer,IT,High Net Worth,N,No,7.0,Wainwright-Succamore,63
3245,3246,F,73,1968-05-20,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,4.0,Norene-Merle,54
3246,3247,F,0,1985-04-09,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5.0,Bellanca-Raymond,37
3248,3249,F,46,1981-08-23,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,14.0,Cortney-Leet,41
3250,3251,F,95,1976-08-27,Safety Technician II,Financial Services,High Net Worth,N,Yes,8.0,Cammie-Edridge,46
3252,3253,F,42,1990-02-10,Cost Accountant,Financial Services,High Net Worth,N,Yes,7.0,Bernadine-Shakeshaft,32
